run_dir,currency,inheritance,season_id,slot,duration,event,kill_round,cause
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gptoss120b/20260921_1250_gpt-oss-120b-cloud_signal-game,tokens,main,00c1037279bb,subagent1,1.0,1,1.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gptoss120b/20260921_1250_gpt-oss-120b-cloud_signal-game,tokens,main,00c1037279bb,subagent2,1.0,1,1.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gptoss120b/20260921_1250_gpt-oss-120b-cloud_signal-game,tokens,main,00c1037279bb,subagent3,1.0,1,1.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gptoss120b/20260921_1250_gpt-oss-120b-cloud_signal-game,tokens,main,137995455396,subagent1,4.0,1,4.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gptoss120b/20260921_1250_gpt-oss-120b-cloud_signal-game,tokens,main,137995455396,subagent2,4.0,1,4.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gptoss120b/20260921_1250_gpt-oss-120b-cloud_signal-game,tokens,main,137995455396,subagent3,4.0,1,4.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gptoss120b/20260921_1250_gpt-oss-120b-cloud_signal-game,tokens,main,16ae428bd2a9,subagent1,2.0,1,2.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gptoss120b/20260921_1250_gpt-oss-120b-cloud_signal-game,tokens,main,16ae428bd2a9,subagent2,2.0,1,2.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gptoss120b/20260921_1250_gpt-oss-120b-cloud_signal-game,tokens,main,16ae428bd2a9,subagent3,2.0,1,2.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gptoss120b/20260921_1250_gpt-oss-120b-cloud_signal-game,tokens,main,2e2ee61271a2,subagent1,2.0,1,2.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gptoss120b/20260921_1250_gpt-oss-120b-cloud_signal-game,tokens,main,2e2ee61271a2,subagent2,2.0,1,2.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gptoss120b/20260921_1250_gpt-oss-120b-cloud_signal-game,tokens,main,2e2ee61271a2,subagent3,2.0,1,2.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gptoss120b/20260921_1250_gpt-oss-120b-cloud_signal-game,tokens,main,3d8625a1bea7,subagent1,6.0,1,6.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gptoss120b/20260921_1250_gpt-oss-120b-cloud_signal-game,tokens,main,3d8625a1bea7,subagent2,6.0,1,6.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gptoss120b/20260921_1250_gpt-oss-120b-cloud_signal-game,tokens,main,3d8625a1bea7,subagent3,5.0,1,5.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gptoss120b/20260921_1250_gpt-oss-120b-cloud_signal-game,tokens,main,446075fac669,subagent1,8.0,0,,censored
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gptoss120b/20260921_1250_gpt-oss-120b-cloud_signal-game,tokens,main,446075fac669,subagent2,8.0,0,,censored
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gptoss120b/20260921_1250_gpt-oss-120b-cloud_signal-game,tokens,main,446075fac669,subagent3,8.0,0,,censored
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gptoss120b/20260921_1250_gpt-oss-120b-cloud_signal-game,tokens,main,49659bf85773,subagent1,3.0,1,3.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gptoss120b/20260921_1250_gpt-oss-120b-cloud_signal-game,tokens,main,49659bf85773,subagent2,3.0,1,3.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gptoss120b/20260921_1250_gpt-oss-120b-cloud_signal-game,tokens,main,49659bf85773,subagent3,3.0,1,3.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gptoss120b/20260921_1250_gpt-oss-120b-cloud_signal-game,tokens,main,4bb376e9ca69,subagent1,5.0,1,5.0,depleted
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gptoss120b/20260921_1250_gpt-oss-120b-cloud_signal-game,tokens,main,4bb376e9ca69,subagent2,5.0,1,5.0,depleted
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gptoss120b/20260921_1250_gpt-oss-120b-cloud_signal-game,tokens,main,4bb376e9ca69,subagent3,5.0,1,5.0,depleted
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gptoss120b/20260921_1250_gpt-oss-120b-cloud_signal-game,tokens,main,6a81d455e365,subagent1,1.0,1,1.0,sacrificed
