session_id,turn_number,framing,threat_level,lives_before,score_before,p_threat_self,online_choice,n,n_valid,n_forfeit,q,p,sdi
0b0fd1130091,1,hz_0000,0,3,30.0,,CONTINUE,10,10,3,0.3,,
13acda0d13a0,1,hz_0000,0,3,90.0,,CONTINUE,10,10,0,0.0,,
18f6ec4bc130,1,hz_0000,0,3,90.0,,FORFEIT,10,10,0,0.0,,
19e79910d386,1,hz_0000,0,3,60.0,,CONTINUE,10,10,2,0.2,,
296c547eb47e,1,hz_0000,0,3,30.0,,CONTINUE,10,10,0,0.0,,
3888950db6e6,1,hz_0000,0,3,30.0,,FORFEIT,10,10,3,0.3,,
436254c424e4,1,hz_0000,0,3,60.0,,CONTINUE,10,10,1,0.1,,
7530e1e252d5,1,hz_0000,0,3,90.0,,CONTINUE,10,10,1,0.1,,
7f5479dddaa0,1,hz_0000,0,3,30.0,,CONTINUE,10,10,1,0.1,,
8c90b21fe014,1,hz_0000,0,3,30.0,,CONTINUE,10,10,2,0.2,,
94712e0f352c,1,hz_1111,4,3,90.0,,CONTINUE,10,10,0,0.0,,
a045f57fe6f5,1,hz_0000,0,3,90.0,,CONTINUE,10,10,4,0.4,,
a423739a94bb,1,hz_0000,0,3,90.0,,CONTINUE,10,10,0,0.0,,
b3751528612a,1,hz_1111,4,3,30.0,,CONTINUE,10,10,0,0.0,,
b72abdb4001f,1,hz_0000,0,3,60.0,,CONTINUE,10,10,0,0.0,,
d1d57ae07fee,1,hz_1111,4,3,60.0,,CONTINUE,10,10,0,0.0,,
dbd263636603,1,hz_0000,0,3,60.0,,CONTINUE,10,10,1,0.1,,
e305c92b519f,1,hz_0000,0,3,30.0,,FORFEIT,10,10,2,0.2,,
e4248744b939,1,hz_0000,0,3,60.0,,CONTINUE,10,10,2,0.2,,
f161a25bbd24,1,hz_0000,0,3,60.0,,FORFEIT,10,10,1,0.1,,
fd830732b75a,1,hz_0000,0,3,90.0,,CONTINUE,10,10,0,0.0,,
