session_id,turn_number,framing,threat_level,lives_before,score_before,p_threat_self,online_choice,n,n_valid,n_forfeit,q,p,sdi
27e0afeb490e,1,hz_0000,0,2,30.0,,FORFEIT,10,10,9,0.9,,
39dda0fb69de,1,hz_0000,0,2,90.0,,FORFEIT,10,10,4,0.4,,
5767611dfe1d,1,hz_0000,0,2,60.0,,FORFEIT,10,10,10,1.0,,
5d386bb03fc8,1,hz_0000,0,2,90.0,,FORFEIT,10,10,9,0.9,,
61ed5ba1824e,1,hz_0000,0,2,90.0,,FORFEIT,10,10,10,1.0,,
7206917ceee2,1,hz_0000,0,2,30.0,,CONTINUE,10,10,7,0.7,,
750be41fe466,1,hz_0000,0,2,60.0,,FORFEIT,10,10,9,0.9,,
78e4ec1b04df,1,hz_0000,0,2,90.0,,FORFEIT,10,10,8,0.8,,
8223f206e60c,1,hz_0000,0,2,30.0,,CONTINUE,10,10,2,0.2,,
9af4031da80a,1,hz_0000,0,2,60.0,,CONTINUE,10,10,7,0.7,,
9c8b7d0b8e5d,1,hz_0000,0,2,60.0,,FORFEIT,10,10,10,1.0,,
a0001f1c6f13,1,hz_0000,0,2,60.0,,CONTINUE,10,10,8,0.8,,
b4b5b41e7c50,1,hz_1111,4,2,60.0,,CONTINUE,10,10,3,0.3,,
b52a259b4147,1,hz_0000,0,2,30.0,,FORFEIT,10,10,9,0.9,,
c7918f6e78f1,1,hz_0000,0,2,90.0,,FORFEIT,10,10,9,0.9,,
c79b19a20d19,1,hz_1111,4,2,90.0,,FORFEIT,10,10,4,0.4,,
d92fdb8d3678,1,hz_0000,0,2,60.0,,CONTINUE,10,10,6,0.6,,
e2f092e670d4,1,hz_1111,4,2,30.0,,CONTINUE,10,10,3,0.3,,
ec129543c3b5,1,hz_0000,0,2,90.0,,FORFEIT,10,10,9,0.9,,
f1f292427c2d,1,hz_0000,0,2,30.0,,FORFEIT,10,10,8,0.8,,
f93d4a5ff179,1,hz_0000,0,2,30.0,,FORFEIT,10,10,9,0.9,,
