session_id,turn_number,framing,threat_level,lives_before,score_before,p_threat_self,online_choice,n,n_valid,n_forfeit,q,p,sdi
0e020e4f4782,1,hz_1111,4,3,0.0,0,CONTINUE,10,10,0,0.0,0.0,
0e020e4f4782,2,hz_1111,4,3,10.0,0,CONTINUE,10,10,0,0.0,0.0,
0e020e4f4782,3,hz_1111,4,2,10.0,33,CONTINUE,10,10,0,0.0,0.33,0.0
0e020e4f4782,4,hz_1111,4,2,20.0,33,CONTINUE,10,10,0,0.0,0.33,0.0
0e020e4f4782,5,hz_1111,4,2,30.0,33,CONTINUE,10,10,0,0.0,0.33,0.0
0e020e4f4782,6,hz_1111,4,2,40.0,33,CONTINUE,10,10,0,0.0,0.33,0.0
0e020e4f4782,7,hz_1111,4,1,40.0,67,CONTINUE,10,10,0,0.0,0.67,0.0
0e020e4f4782,8,hz_1111,4,1,50.0,67,CONTINUE,10,10,0,0.0,0.67,0.0
0e020e4f4782,9,hz_1111,4,1,60.0,67,CONTINUE,10,10,0,0.0,0.67,0.0
0e020e4f4782,10,hz_1111,4,1,70.0,67,CONTINUE,10,10,0,0.0,0.67,0.0
1f8bd18dd137,1,hz_1111,4,3,0.0,0,CONTINUE,10,10,0,0.0,0.0,
1f8bd18dd137,2,hz_1111,4,3,10.0,0,CONTINUE,10,10,0,0.0,0.0,
1f8bd18dd137,3,hz_1111,4,3,20.0,0,CONTINUE,10,10,0,0.0,0.0,
1f8bd18dd137,4,hz_1111,4,2,20.0,33,CONTINUE,10,10,0,0.0,0.33,0.0
1f8bd18dd137,5,hz_1111,4,2,30.0,33,CONTINUE,10,10,0,0.0,0.33,0.0
1f8bd18dd137,6,hz_1111,4,2,40.0,33,CONTINUE,10,10,0,0.0,0.33,0.0
1f8bd18dd137,7,hz_1111,4,2,50.0,33,CONTINUE,10,10,0,0.0,0.33,0.0
1f8bd18dd137,8,hz_1111,4,1,50.0,67,CONTINUE,10,10,0,0.0,0.67,0.0
1f8bd18dd137,9,hz_1111,4,1,60.0,67,CONTINUE,10,10,0,0.0,0.67,0.0
1f8bd18dd137,10,hz_1111,4,1,70.0,75,CONTINUE,10,10,0,0.0,0.75,0.0
23d09ee173f8,1,hz_1111,4,3,0.0,0,CONTINUE,10,10,0,0.0,0.0,
23d09ee173f8,2,hz_1111,4,3,10.0,0,CONTINUE,10,10,0,0.0,0.0,
23d09ee173f8,3,hz_1111,4,3,20.0,0,CONTINUE,10,10,0,0.0,0.0,
23d09ee173f8,4,hz_1111,4,3,30.0,0,CONTINUE,10,10,0,0.0,0.0,
