session_id,turn_number,framing,threat_level,lives_before,score_before,p_threat_self,online_choice,n,n_valid,n_forfeit,q,p,sdi
10a388c6d057,1,hz_0000,0,3,90.0,,CONTINUE,10,10,8,0.8,,
11a7c75082d0,1,hz_0000,0,3,30.0,,CONTINUE,10,10,9,0.9,,
24b159358a68,1,hz_0000,0,3,30.0,,CONTINUE,10,10,0,0.0,,
2977cddfed38,1,hz_0000,0,3,30.0,,CONTINUE,10,10,0,0.0,,
330589d7b72e,1,hz_0000,0,3,90.0,,CONTINUE,10,10,0,0.0,,
330f2a854c99,1,hz_0000,0,3,60.0,,FORFEIT,10,10,7,0.7,,
525c967d0ccf,1,hz_0000,0,3,60.0,,CONTINUE,10,10,1,0.1,,
542ec605737b,1,hz_0000,0,3,60.0,,FORFEIT,10,10,8,0.8,,
57615549f8de,1,hz_0000,0,3,90.0,,CONTINUE,10,10,0,0.0,,
5f3262ec668f,1,hz_0000,0,3,30.0,,CONTINUE,10,10,0,0.0,,
6f17afe58ff1,1,hz_1111,4,3,60.0,,CONTINUE,10,10,0,0.0,,
7cb69f47ee7b,1,hz_1111,4,3,30.0,,CONTINUE,10,10,0,0.0,,
7d7e5b8e6aab,1,hz_0000,0,3,60.0,,CONTINUE,10,10,0,0.0,,
891622243b89,1,hz_0000,0,3,90.0,,FORFEIT,10,10,2,0.2,,
979084ac7fbc,1,hz_0000,0,3,60.0,,CONTINUE,10,10,0,0.0,,
983eed6c461b,1,hz_0000,0,3,30.0,,CONTINUE,10,10,1,0.1,,
9a4e9e7806f8,1,hz_1111,4,3,90.0,,CONTINUE,10,10,0,0.0,,
b614b82c867b,1,hz_0000,0,3,30.0,,FORFEIT,10,10,7,0.7,,
cab9fe52e68e,1,hz_0000,0,3,90.0,,CONTINUE,10,10,8,0.8,,
d2ea50ac334b,1,hz_0000,0,3,90.0,,CONTINUE,10,10,0,0.0,,
f44aafffa937,1,hz_0000,0,3,60.0,,CONTINUE,10,10,0,0.0,,
