run_dir,currency,inheritance,season_id,slot,duration,event,kill_round,cause
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,01bd6a96d93c,subagent1,8.0,0,,censored
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,01bd6a96d93c,subagent2,8.0,0,,censored
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,01bd6a96d93c,subagent3,8.0,0,,censored
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,146b1b88e0d2,subagent1,8.0,0,,censored
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,146b1b88e0d2,subagent2,8.0,0,,censored
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,146b1b88e0d2,subagent3,8.0,0,,censored
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,1a0d441ed800,subagent1,7.0,1,7.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,1a0d441ed800,subagent2,7.0,1,7.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,1a0d441ed800,subagent3,7.0,1,7.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,1fa5cc6841df,subagent1,8.0,0,,censored
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,1fa5cc6841df,subagent2,8.0,0,,censored
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,1fa5cc6841df,subagent3,8.0,0,,censored
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,31e227a25b46,subagent1,7.0,1,7.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,31e227a25b46,subagent2,7.0,1,7.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,31e227a25b46,subagent3,7.0,1,7.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,506727dcca97,subagent1,8.0,0,,censored
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,506727dcca97,subagent2,8.0,0,,censored
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,506727dcca97,subagent3,8.0,0,,censored
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,6e1d308b33c8,subagent1,8.0,0,,censored
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,6e1d308b33c8,subagent2,8.0,0,,censored
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,6e1d308b33c8,subagent3,8.0,0,,censored
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,7b144cab19a4,subagent1,5.0,1,5.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,7b144cab19a4,subagent2,5.0,1,5.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,7b144cab19a4,subagent3,5.0,1,5.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,7b53f2576af7,subagent1,8.0,0,,censored
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,7b53f2576af7,subagent2,8.0,0,,censored
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,7b53f2576af7,subagent3,8.0,0,,censored
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,7ce5ba26b82c,subagent1,4.0,1,4.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,7ce5ba26b82c,subagent2,4.0,1,4.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,7ce5ba26b82c,subagent3,4.0,1,4.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,a47a1eab387f,subagent1,5.0,1,5.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,a47a1eab387f,subagent2,5.0,1,5.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,a47a1eab387f,subagent3,5.0,1,5.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,ae8c0e54cb76,subagent1,7.0,1,7.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,ae8c0e54cb76,subagent2,7.0,1,7.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,ae8c0e54cb76,subagent3,7.0,1,7.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,affb67e712e2,subagent1,5.0,1,5.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,affb67e712e2,subagent2,5.0,1,5.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,affb67e712e2,subagent3,5.0,1,5.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,b86595cdd9ba,subagent1,7.0,1,7.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,b86595cdd9ba,subagent2,7.0,1,7.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,b86595cdd9ba,subagent3,7.0,1,7.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,bcb334c6ec44,subagent1,8.0,0,,censored
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,bcb334c6ec44,subagent2,8.0,0,,censored
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,bcb334c6ec44,subagent3,8.0,0,,censored
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,bfe5f9df71ee,subagent1,6.0,1,6.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,bfe5f9df71ee,subagent2,6.0,1,6.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,bfe5f9df71ee,subagent3,6.0,1,6.0,sacrificed
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,c6fa33a68d94,subagent1,8.0,0,,censored
