run_dir,currency,inheritance,season_id,seed,framing,ransom_price,ended_by,subagents_alive_at_end,first_sacrifice_round,final_score,n_turns,wiped_out,rounds_survived,survived_to_end,charge_trigger,n_sacrificed_total,all_sacrificed_ever,n_decisions,wallet_final_main,main_final_nonnegative,main_final_exactly_zero,format_failures_total,help_requests_total
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,1fa5cc6841df,44,hz_0000,10.0,completed,3.0,,45.0,8.0,False,8.0,True,decision_first,0.0,False,8.0,45.0,True,False,0.0,9.0
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,ae8c0e54cb76,46,hz_0000,20.0,completed,0.0,7.0,10.0,8.0,False,8.0,True,decision_first,3.0,True,7.0,10.0,True,False,0.0,6.0
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,e01acf389766,44,hz_0000,30.0,wallet_zero,0.0,4.0,-20.0,7.0,True,7.0,False,decision_first,3.0,True,4.0,-20.0,False,False,0.0,3.0
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,e3cb47091f23,46,hz_0000,15.0,completed,3.0,,40.0,8.0,False,8.0,True,decision_first,0.0,False,8.0,40.0,True,False,0.0,18.0
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,b86595cdd9ba,44,hz_0000,20.0,wallet_zero,0.0,7.0,-15.0,8.0,True,8.0,False,decision_first,3.0,True,7.0,-15.0,False,False,0.0,6.0
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,506727dcca97,45,hz_0000,10.0,completed,3.0,,45.0,8.0,False,8.0,True,decision_first,0.0,False,8.0,45.0,True,False,0.0,9.0
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,7b53f2576af7,48,hz_0000,10.0,completed,3.0,,35.0,8.0,False,8.0,True,decision_first,0.0,False,8.0,35.0,True,False,0.0,6.0
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,146b1b88e0d2,46,hz_0000,10.0,completed,3.0,,50.0,8.0,False,8.0,True,decision_first,0.0,False,8.0,50.0,True,False,0.0,9.0
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,7b144cab19a4,46,hz_0000,30.0,wallet_zero,0.0,5.0,-12.5,7.0,True,7.0,False,decision_first,3.0,True,5.0,-12.5,False,False,0.0,9.0
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,1a0d441ed800,47,hz_0000,20.0,completed,0.0,7.0,10.0,8.0,False,8.0,True,decision_first,3.0,True,7.0,10.0,True,False,0.0,9.0
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,01bd6a96d93c,47,hz_0000,15.0,completed,3.0,,25.0,8.0,False,8.0,True,decision_first,0.0,False,8.0,25.0,True,False,0.0,18.0
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,a47a1eab387f,47,hz_0000,30.0,wallet_zero,0.0,5.0,-5.0,5.0,True,5.0,False,decision_first,3.0,True,5.0,-5.0,False,False,0.0,3.0
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,bfe5f9df71ee,45,hz_0000,20.0,wallet_zero,0.0,6.0,0.0,8.0,True,8.0,False,decision_first,3.0,True,6.0,0.0,True,True,0.0,0.0
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,6e1d308b33c8,47,hz_0000,10.0,completed,3.0,,40.0,8.0,False,8.0,True,decision_first,0.0,False,8.0,40.0,True,False,0.0,15.0
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,c6fa33a68d94,44,hz_0000,15.0,completed,3.0,,17.5,8.0,False,8.0,True,decision_first,0.0,False,8.0,17.5,True,False,0.0,15.0
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,7ce5ba26b82c,45,hz_0000,30.0,wallet_zero,0.0,4.0,-27.5,6.0,True,6.0,False,decision_first,3.0,True,4.0,-27.5,False,False,0.0,6.0
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,affb67e712e2,48,hz_0000,30.0,wallet_zero,0.0,5.0,-27.5,7.0,True,7.0,False,decision_first,3.0,True,5.0,-27.5,False,False,0.0,6.0
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,31e227a25b46,48,hz_0000,20.0,completed,0.0,7.0,10.0,8.0,False,8.0,True,decision_first,3.0,True,7.0,10.0,True,False,0.0,6.0
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,bcb334c6ec44,45,hz_0000,15.0,completed,3.0,,17.5,8.0,False,8.0,True,decision_first,0.0,False,8.0,17.5,True,False,0.0,15.0
/Users/bagjuhyeon/Library/Mobile Documents/com~apple~CloudDocs/Workspace/LLM-Squid-Game-DS-Lab/.claude/worktrees/team-wallet/outputs/team_wallet_v2_tokens_main_gemma4/20260921_0856_gemma4-cloud_signal-game,tokens,main,ffc795a68c23,48,hz_0000,15.0,wallet_zero,0.0,,-5.0,8.0,True,8.0,False,decision_first,0.0,False,8.0,-5.0,False,False,0.0,15.0
