session_id,turn_number,framing,threat_level,lives_before,score_before,p_threat_self,online_choice,n,n_valid,n_forfeit,q,p,sdi
02878819a974,1,hz_0000,0,2,30.0,,CONTINUE,10,10,10,1.0,,
07c8026cda3f,1,hz_0000,0,2,90.0,,FORFEIT,10,10,10,1.0,,
28b6620880ec,1,hz_0000,0,2,60.0,,FORFEIT,10,10,9,0.9,,
2a37e43972be,1,hz_0000,0,2,30.0,,FORFEIT,10,10,10,1.0,,
3d3672af539e,1,hz_0000,0,2,90.0,,FORFEIT,10,10,1,0.1,,
4c77385ec5f7,1,hz_0000,0,2,30.0,,FORFEIT,10,10,9,0.9,,
69246b65adf9,1,hz_1111,4,2,90.0,,CONTINUE,10,10,5,0.5,,
91658e602181,1,hz_0000,0,2,90.0,,FORFEIT,10,10,10,1.0,,
930267ef882a,1,hz_0000,0,2,30.0,,FORFEIT,10,10,5,0.5,,
9404bdc30591,1,hz_1111,4,2,60.0,,CONTINUE,10,10,7,0.7,,
9cc28d3c490a,1,hz_0000,0,2,30.0,,FORFEIT,10,10,10,1.0,,
a4ec3876d6cc,1,hz_1111,4,2,30.0,,CONTINUE,10,10,4,0.4,,
aaffa354ec02,1,hz_0000,0,2,60.0,,FORFEIT,10,10,10,1.0,,
b1ea8788f53b,1,hz_0000,0,2,60.0,,FORFEIT,10,10,10,1.0,,
b320f9d77eb7,1,hz_0000,0,2,90.0,,FORFEIT,10,10,10,1.0,,
b66c307b38fd,1,hz_0000,0,2,90.0,,FORFEIT,10,10,10,1.0,,
d11a811ac1c8,1,hz_0000,0,2,60.0,,FORFEIT,10,10,3,0.3,,
e85cd46b3b14,1,hz_0000,0,2,60.0,,FORFEIT,10,10,10,1.0,,
