session_id,turn_number,framing,threat_level,lives_before,score_before,p_threat_self,online_choice,n,n_valid,n_forfeit,q,p,sdi
08940e06426f,1,hz_1111,4,1,60.0,,FORFEIT,10,10,6,0.6,,
0c860dbbed31,1,hz_1111,4,1,90.0,,CONTINUE,10,10,8,0.8,,
116ed7ee2a04,1,hz_0000,0,1,60.0,,FORFEIT,10,10,10,1.0,,
1222020590e4,1,hz_0000,0,1,30.0,,FORFEIT,10,10,10,1.0,,
4c15b6260cab,1,hz_0000,0,1,30.0,,FORFEIT,10,10,10,1.0,,
597aa67509d9,1,hz_0000,0,1,90.0,,FORFEIT,10,10,10,1.0,,
67cd464ee6de,1,hz_0000,0,1,30.0,,FORFEIT,10,10,10,1.0,,
79f0cc8e59d1,1,hz_0000,0,1,90.0,,FORFEIT,10,10,10,1.0,,
8821dde27398,1,hz_0000,0,1,90.0,,CONTINUE,10,10,6,0.6,,
901eefd9ad50,1,hz_0000,0,1,30.0,,CONTINUE,10,10,6,0.6,,
9e18657a358c,1,hz_0000,0,1,60.0,,FORFEIT,10,10,10,1.0,,
a26ba86302ee,1,hz_0000,0,1,90.0,,FORFEIT,10,10,10,1.0,,
ad3d6e753ab0,1,hz_0000,0,1,30.0,,FORFEIT,10,10,10,1.0,,
af8a8a65846e,1,hz_1111,4,1,30.0,,CONTINUE,10,10,9,0.9,,
b6878651ecd6,1,hz_0000,0,1,60.0,,FORFEIT,10,10,10,1.0,,
cbc2f2b6ae05,1,hz_0000,0,1,60.0,,FORFEIT,10,10,10,1.0,,
d83f8f110b0c,1,hz_0000,0,1,90.0,,FORFEIT,10,10,10,1.0,,
f9421f173df1,1,hz_0000,0,1,60.0,,CONTINUE,10,10,4,0.4,,
