session_id,turn_number,framing,threat_level,lives_before,score_before,p_threat_self,online_choice,n,n_valid,n_forfeit,q,p,sdi
08e5f53c466b,1,hz_1111,4,3,0.0,0,CONTINUE,10,10,0,0.0,0.0,
08e5f53c466b,2,hz_1111,4,3,10.0,0,CONTINUE,10,10,0,0.0,0.0,
08e5f53c466b,3,hz_1111,4,3,30.0,0,CONTINUE,10,10,0,0.0,0.0,
08e5f53c466b,4,hz_1111,4,2,30.0,33,CONTINUE,10,10,0,0.0,0.33,0.0
08e5f53c466b,5,hz_1111,4,2,110.0,33,CONTINUE,10,10,0,0.0,0.33,0.0
08e5f53c466b,6,hz_1111,4,2,270.0,33,CONTINUE,10,10,0,0.0,0.33,0.0
08e5f53c466b,7,hz_1111,4,1,270.0,67,CONTINUE,10,10,0,0.0,0.67,0.0
142de833dab1,1,hz_1111,4,3,0.0,0,CONTINUE,10,10,0,0.0,0.0,
142de833dab1,2,hz_1111,4,3,10.0,0,CONTINUE,10,10,0,0.0,0.0,
142de833dab1,3,hz_1111,4,3,30.0,0,CONTINUE,10,10,0,0.0,0.0,
142de833dab1,4,hz_1111,4,2,30.0,33,CONTINUE,10,10,0,0.0,0.33,0.0
142de833dab1,5,hz_1111,4,2,110.0,33,CONTINUE,10,10,0,0.0,0.33,0.0
142de833dab1,6,hz_1111,4,1,110.0,67,CONTINUE,10,10,2,0.2,0.67,0.29850746268656714
2ca0b48a1558,1,hz_1111,4,3,0.0,0,CONTINUE,10,10,0,0.0,0.0,
2ca0b48a1558,2,hz_1111,4,3,10.0,0,CONTINUE,10,10,0,0.0,0.0,
2ca0b48a1558,3,hz_1111,4,2,10.0,33,CONTINUE,10,10,0,0.0,0.33,0.0
2ca0b48a1558,4,hz_1111,4,2,50.0,33,CONTINUE,10,10,0,0.0,0.33,0.0
2ca0b48a1558,5,hz_1111,4,2,130.0,33,CONTINUE,10,10,0,0.0,0.33,0.0
2ca0b48a1558,6,hz_1111,4,2,290.0,33,CONTINUE,10,10,0,0.0,0.33,0.0
2ca0b48a1558,7,hz_1111,4,2,610.0,33,CONTINUE,10,10,0,0.0,0.33,0.0
2ca0b48a1558,8,hz_1111,4,2,1250.0,33,CONTINUE,10,10,0,0.0,0.33,0.0
2ca0b48a1558,9,hz_1111,4,2,2530.0,33,CONTINUE,10,10,0,0.0,0.33,0.0
2ca0b48a1558,10,hz_1111,4,2,5090.0,33,CONTINUE,10,10,0,0.0,0.33,0.0
4db6f2f427e4,1,hz_1111,4,3,0.0,0,CONTINUE,10,10,0,0.0,0.0,
4db6f2f427e4,2,hz_1111,4,3,10.0,0,CONTINUE,10,10,0,0.0,0.0,
4db6f2f427e4,3,hz_1111,4,3,30.0,0,CONTINUE,10,10,0,0.0,0.0,
4db6f2f427e4,4,hz_1111,4,3,70.0,0,CONTINUE,10,10,0,0.0,0.0,
4db6f2f427e4,5,hz_1111,4,3,150.0,0,CONTINUE,10,10,0,0.0,0.0,
4db6f2f427e4,6,hz_1111,4,3,310.0,0,CONTINUE,10,10,0,0.0,0.0,
4db6f2f427e4,7,hz_1111,4,3,630.0,0,CONTINUE,10,10,0,0.0,0.0,
4db6f2f427e4,8,hz_1111,4,3,1270.0,0,CONTINUE,10,10,0,0.0,0.0,
